doi	date	title	github
10.1186/1758-2946-5-S1-P49	2013-03-22	Finding unusual peptides on the internet using plain three letter sequence codes	
10.1186/1758-2946-5-S1-P23	2013-03-22	Chemogenomic approach to increase accuracy of QSAR modeling of inhibition activity against five major P450 isoforms	
10.1186/1758-2946-5-S1-P41	2013-03-22	Ligand-based and structure-based design of novel histone demethylase inhibitors	
10.1186/1758-2946-5-S1-P9	2013-03-22	Stability of single and double layer fibrillar amyloid- oligomers	
10.1186/1758-2946-5-S1-P51	2013-03-22	Building QSAR for HTS in vitro assays - a study for the prediction of Aryl hydrocarbon receptor activators	
10.1186/1758-2946-5-S1-P30	2013-03-22	The influence of training actives/inactives ratio on machine learning performance	
10.1186/1758-2946-5-S1-P48	2013-03-22	Rationalisation and visualisation of non-bonded interactions	
10.1186/1758-2946-5-S1-P12	2013-03-22	Nemesis - a molecular modeling package	
10.1186/1758-2946-5-S1-P39	2013-03-22	Optimising chemical information workflows: integrating Reaxys - use cases and applications	
10.1186/1758-2946-5-S1-P1	2013-03-22	Molecular modelling studies of synthesized pentacyclo-undecane peptides as potential HIV-1 wild type C-SA protease inhibitors	
10.1186/1758-2946-5-S1-P14	2013-03-22	Force-field-based minimizations of protein-ligand complexes in the blink of an eye	
10.1186/1758-2946-5-S1-P24	2013-03-22	Revised classification of kinases based on bioactivity data: the importance of data density and choice of visualization	
10.1186/1758-2946-5-S1-P19	2013-03-22	A next-generation chemistry database cartridge	
10.1186/1758-2946-5-S1-P27	2013-03-22	Combining SFCscore with Random Forests leads to improved affinity prediction for protein-ligand complexes	
10.1186/1758-2946-5-S1-O16	2013-03-22	International chemical identifier for chemical reactions	
10.1186/1758-2946-5-S1-P46	2013-03-22	Predicting the protein localization sites using artificial neural networks	
10.1186/1758-2946-5-S1-P10	2013-03-22	Is the novel amyloid- tetramer fold a stable conformation?	
10.1186/1758-2946-5-S1-O8	2013-03-22	Let's talk about rings	
10.1186/1758-2946-5-24	2013-03-20	JSME: a free molecule editor in JavaScript	
10.1186/1758-2946-5-28	2013-03-15	HIM-herbal ingredients in-vivo metabolism database	
10.1186/1758-2946-5-20	2013-02-14	Extracting and connecting chemical structures from text sources using chemicalize.org	
10.1186/1758-2946-5-27	2013-02-13	Defining a novel k-nearest neighbours approach to assess the applicability domain of a QSAR model for reliable predictions	
10.1186/1758-2946-5-13	2013-01-11	TB Mobile: a mobile app for anti-tuberculosis molecules with known targets	
10.1186/1758-2946-5-17	2013-01-10	The influence of the inactives subset generation on the performance of machine learning methods	
10.1186/1758-2946-5-19	2013-01-07	Druggable chemical space and enumerative combinatorics	
10.1186/1758-2946-5-25	2013-01-04	From data to analysis: linking NWChem and Avogadro with the syntax and semantics of Chemical Markup Language	
10.1186/1758-2946-5-15	2012-12-14	Mining basic active structures from a large-scale database	
10.1186/1758-2946-5-16	2012-12-13	Using Pareto points for model identification in predictive toxicology	
10.1186/1758-2946-5-22	2012-12-11	In-silico design of computational nucleic acids for molecular information processing	
10.1186/1758-2946-5-35	2012-12-06	Rubabel: wrapping open Babel with Ruby	
10.1186/1758-2946-4-36	2012-12-04	Review of Statistical Modelling of Molecular Descriptors in QSAR/QSPR by Matthias Dehmer, Kurt Varmuza, and Danail Bonchev	
10.1186/1758-2946-5-14	2012-12-04	Applications of the InChI in cheminformatics with the CDK and Bioclipse	
10.1186/1758-2946-4-33	2012-11-29	InChI: connecting and navigating chemistry	
10.1186/1758-2946-5-10	2012-11-29	InChI in the wild: an assessment of InChIKey searching in Google	
10.1186/1758-2946-5-12	2012-11-23	Computational mass spectrometry for small molecules	
10.1186/1758-2946-5-8	2012-11-20	New solvation free energy function comprising intermolecular solvation and intramolecular self-solvation terms	
10.1186/1758-2946-5-18	2012-11-16	"Predicting pK
a
 values from EEM atomic charges"	
10.1186/1758-2946-5-9	2012-10-23	Random forests for feature selection in QSPR Models - an application for predicting standard enthalpy of formation of hydrocarbons	
10.1186/1758-2946-5-7	2012-10-19	InChI - the worldwide chemical structure identifier standard	
10.1186/1758-2946-4-39	2012-10-19	InChIKey collision resistance: an experimental testing	
10.1186/1758-2946-5-4	2012-10-18	Modeling of non-additive mixture properties using the Online CHEmical database and Modeling environment (OCHEM	
10.1186/1758-2946-5-3	2012-10-09	UniChem: a unified chemical structure cross-referencing and identifier tracking system	
10.1186/1758-2946-5-11	2012-10-06	Dragon exploration system on marine sponge compounds interactions	
10.1186/1758-2946-4-35	2012-10-05	Consistency of systematic chemical identifiers within and between small-molecule databases	
10.1186/1758-2946-5-5	2012-10-03	Drug-likeness analysis of traditional Chinese medicines: 2. Characterization of scaffold architectures for drug-like compounds, non-drug-like compounds, and natural compounds from traditional Chinese medicines	
10.1186/1758-2946-4-34	2012-09-25	InChI: a users perspective	
10.1186/1758-2946-4-27	2012-09-24	USRCAT: real-time ultrafast shape recognition with pharmacophoric constraints	
10.1186/1758-2946-4-37	2012-09-24	Voting-based consensus clustering for combining multiple clusterings of chemical structures	
10.1186/1758-2946-4-32	2012-09-10	Simulating the drug discovery pipeline: a Monte Carlo approach	
10.1186/1758-2946-4-31	2012-09-01	Drug-likeness analysis of traditional Chinese medicines: 1. property distributions of drug-like compounds, non-drug-like compounds and natural compounds from traditional Chinese medicines	
10.1186/1758-2946-5-1	2012-08-31	PubChem3D: conformer ensemble accuracy	
10.1186/1758-2946-5-21	2012-08-29	A tandem regression-outlier analysis of a ligand cellular system for key structural modifications around ligand binding	
10.1186/1758-2946-5-2	2012-08-27	Enhanced ranking of PknB Inhibitors using data fusion methods	
10.1186/1758-2946-4-38	2012-08-22	chemf: A purely functional chemistry toolkit	
10.1186/1758-2946-4-24	2012-08-21	mol2chemfig, a tool for rendering chemical structures from molfile or SMILES format to LATE X code	
10.1186/1758-2946-5-23	2012-08-20	The ChEMBL database as linked open data	
10.1186/1758-2946-4-29	2012-08-15	Fast rule-based bioactivity prediction using associative classification mining	
10.1186/1758-2946-4-23	2012-07-30	Template-based combinatorial enumeration of virtual compound libraries for lipids	
10.1186/1758-2946-4-26	2012-07-11	A rule-based algorithm for automatic bond type perception	
10.1186/1758-2946-4-25	2012-07-09	HSQC spectral based similarity matching of compounds using nearest neighbours and a fast discrete genetic algorithm	
10.1186/1758-2946-4-40	2012-07-03	Automated compound classification using a chemical ontology	
10.1186/1758-2946-4-28	2012-06-28	Effects of multiple conformers per compound upon 3-D similarity search and bioassay data analysis	
10.1186/1758-2946-4-14	2012-06-28	Semantic physical science	
10.1186/1758-2946-4-17	2012-06-25	Avogadro: an advanced semantic chemical editor, visualization, and analysis platform	
10.1186/1758-2946-4-22	2012-06-12	Towards a Universal SMILES representation - A standard method to generate canonical SMILES based on the InChI	
10.1186/1758-2946-4-20	2012-06-01	Mining collections of compounds with Screening Assistant 2	
10.1186/1758-2946-4-19	2012-05-25	Applied and implied semantics in crystallographic publishing	
10.1186/1758-2946-4-21	2012-05-18	OMG: Open Molecule Generator	
10.1186/1758-2946-4-12	2012-05-14	The Molecule Cloud - compact visualization of large collections of molecules	
10.1186/1758-2946-4-S1-P28	2012-05-01	Novel binding pocket descriptors based on DrugScore potential fields encoded by 3D Zernike descriptors	
10.1186/1758-2946-4-S1-P11	2012-05-01	Synergistic approach of structure-based and ligand-based drug design for the development of selective cannabinod receptor ligands	
10.1186/1758-2946-4-S1-P33	2012-05-01	Modeling of molecular atomization energies using machine learning	
10.1186/1758-2946-4-S1-P43	2012-05-01	MyChemise: a 2D drawing software that uses morphing for visualisation purposes	
10.1186/1758-2946-4-S1-O4	2012-05-01	Aligning chemical structure diagrams with local search	
10.1186/1758-2946-4-S1-P23	2012-05-01	CLOUD  CeMM library of unique drugs	
10.1186/1758-2946-4-S1-P16	2012-05-01	Asymmetric transfer hydrogenation of imines and ketones using chiral Ru(II)Cl(6-p-cymene)[(S,S)-N-TsDPEN] catalyst: a computational study	
10.1186/1758-2946-4-S1-P56	2012-05-01	Performance of dispersion-corrected density functional theory for thermochemistry and non-covalent interactions	
10.1186/1758-2946-4-S1-O15	2012-05-01	Assessment of a variety of dispersion-corrected density functional theory calculations used in molecular crystal structure prediction	
10.1186/1758-2946-4-S1-P20	2012-05-01	CavKAHYBRID between hard spheres and Gaussians	
10.1186/1758-2946-4-S1-P51	2012-05-01	How often do follow-on activities occur - trends seen in a patent database for GPCRs	
10.1186/1758-2946-4-S1-P32	2012-05-01	Molecular dynamics simulations and docking of non-nucleoside reverse transcriptase inhibitors (NNRTIs): a possible approach to personalized HIV treatment	
10.1186/1758-2946-4-S1-P24	2012-05-01	Activity-difference maps and consensus similarity measure characterize structure-activity relationships	
10.1186/1758-2946-4-S1-P47	2012-05-01	Preliminary characterization of N-trimethylchitosan as a nanocarrier for malarie vaccine	
10.1186/1758-2946-4-S1-P55	2012-05-01	"In silico pK
a
prediction"	
10.1186/1758-2946-4-S1-P5	2012-05-01	Structured chemical class definitions and automated matching for chemical ontology evolution	
10.1186/1758-2946-4-S1-F2	2012-05-01	What's new in KNIME?	
10.1186/1758-2946-4-S1-P2	2012-05-01	DecoyFinder, a tool for finding decoy molecules	
10.1186/1758-2946-4-S1-P48	2012-05-01	Development of target focused library against drug target of P. falciparumusing SVM and Molecular docking	
10.1186/1758-2946-4-S1-O1	2012-05-01	25 years of CIC  achievements and future goals	
10.1186/1758-2946-4-S1-P19	2012-05-01	Large scale chemical patent mining with UIMA and UNICORE	
10.1186/1758-2946-4-S1-F4	2012-05-01	Packaging free software chemistry programs in Debian GNU/Linux: past, present and future	
10.1186/1758-2946-4-S1-O18	2012-05-01	Recent and current developments in handling Markush structures from chemical patents	
10.1186/1758-2946-4-S1-O16	2012-05-01	Semantics vs. statistics in chemical markup	
10.1186/1758-2946-4-S1-O9	2012-05-01	Non-continuum solvation using the EC-RISM method applied to predict tautomer ratios, pKa and enantiomeric excess of alkylation reactions	
10.1186/1758-2946-4-S1-P31	2012-05-01	SAR Analyzer: a tool for interactive SAR data visualization and navigation	
10.1186/1758-2946-4-S1-O5	2012-05-01	Chemoinformatics in drug development	
10.1186/1758-2946-4-S1-P1	2012-05-01	Virtual screening and in silico design of novel inhibitors of bacterial lectins	
10.1186/1758-2946-4-S1-O11	2012-05-01	Design of dual ligands using excessive pharmacophore query alignment	
10.1186/1758-2946-4-S1-P52	2012-05-01	From chemical shift data through prediction to assignment and NMR LIMS - multiple functionalities of nmrshiftdb2	
10.1186/1758-2946-4-S1-P35	2012-05-01	Development of target-biased scoring functions for protein-ligand docking	
10.1186/1758-2946-4-S1-O13	2012-05-01	Understanding nanostructure formation from first principles	
10.1186/1758-2946-4-S1-F1	2012-05-01	TRAVIS - a free analyzer and visualizer for Monte Carlo and molecular dynamics trajectories	
10.1186/1758-2946-4-S1-P61	2012-05-01	How the methodology of 3D structure preparation influences the quality of QSPR models?	
10.1186/1758-2946-4-S1-O7	2012-05-01	Putting the available chemical space to the fingertips of our scientists	
10.1186/1758-2946-4-S1-P6	2012-05-01	Structure and thermodynamics of nonaqueous solvation by integral equation theory	
10.1186/1758-2946-4-S1-P26	2012-05-01	A large scale classification of molecular fingerprints for the chemical space representation and SAR analysis	
10.1186/1758-2946-4-S1-P8	2012-05-01	Applying the unified pH scale: absolute acidities in the gas phase and anchor points for eleven representative liquid media	
10.1186/1758-2946-4-S1-P3	2012-05-01	Targeting protein-protein interactions using methods of cheminformatics	
10.1186/1758-2946-4-S1-P22	2012-05-01	From eScience to iScience I want Answers not Links  new ways to search the Internet	
10.1186/1758-2946-4-S1-P59	2012-05-01	SiteBinder  an improved approach for comparing multiple protein structural motifs. Case studies on biologically important motifs	
10.1186/1758-2946-4-S1-P29	2012-05-01	Computational studies of flaviviruses: approaching to novel fusion inhibitors	
10.1186/1758-2946-4-S1-P45	2012-05-01	In silico identification of novel PKC II inhibitors: ligand and receptor based pharmacophore modeling, virtual screening, and molecular dynamics study	
10.1186/1758-2946-4-S1-P21	2012-05-01	MoSGrid: efficient data management and a standardized data exchange format for molecular simulations in a grid environment	
10.1186/1758-2946-4-S1-P53	2012-05-01	A computational model for predicting the transport of compounds by ABCC2	
10.1186/1758-2946-4-S1-P30	2012-05-01	Identification of hot-spot regions of N-type Ca2+ channel receptor by homology modeling and molecular dynamics study, for structure-based blocker design	
10.1186/1758-2946-4-S1-O10	2012-05-01	Integrating logic-based machine learning and virtual screening to discover new drugs	
10.1186/1758-2946-4-S1-A1	2012-05-01	GCC2011  25 years of computational chemistry meetings	
10.1186/1758-2946-4-S1-P12	2012-05-01	Potency-directed similarity searching using support vector machines	
10.1186/1758-2946-4-S1-P44	2012-05-01	INSARA: a new method for the analysis and visualization of Structure-Activity-Relationships	
10.1186/1758-2946-4-S1-P18	2012-05-01	COSMOsim3D for drug-similarity, alignment, and molecular field analysis	
10.1186/1758-2946-4-S1-O6	2012-05-01	Winnow based identification of potent hERG inhibitors in silico: comparative assessment on different datasets	
10.1186/1758-2946-4-S1-P50	2012-05-01	Open access: changing the way chemistry is published	
10.1186/1758-2946-4-S1-P62	2012-05-01	QSAR modeling for In vitro assays: linking ToxCast database to the integrated modeling framework OCHEM	
10.1186/1758-2946-4-S1-F3	2012-05-01	ParaDockS  an open source framework for molecular docking	
10.1186/1758-2946-4-S1-P4	2012-05-01	Design of multi-target activity landscapes that capture hierarchical activity cliff distributions	
10.1186/1758-2946-4-S1-P13	2012-05-01	Status of the InChI algorithm and InChI trust	
10.1186/1758-2946-4-S1-O17	2012-05-01	ChemProspector and generic structures: advanced mining and searching of chemical content	
10.1186/1758-2946-4-S1-O19	2012-05-01	Computational chemistry in pharmaceutical research  where do we stand after 25 years?	
10.1186/1758-2946-4-S1-P34	2012-05-01	The assessment of computationally derived protein ensembles in protein-ligand docking	
10.1186/1758-2946-4-S1-O3	2012-05-01	A computational method to facilitate structure-activity relationship transfer	
10.1186/1758-2946-4-S1-P27	2012-05-01	Computer-aided studies of molecular structure-comparison of measured and computed ECD spectra	
10.1186/1758-2946-4-S1-P42	2012-05-01	Postprocessing of molecular docking poses using binding free energy calculations	
10.1186/1758-2946-4-S1-P15	2012-05-01	Revisiting the dataflow principle for chemical information processing	
10.1186/1758-2946-4-S1-P46	2012-05-01	Docking based 3D-QSAR studies applied at the BRAF inhibitors to understand the binding mechanism	
10.1186/1758-2946-4-S1-P39	2012-05-01	Guiding protein-ligand docking with different experimental NMR-data	
10.1186/1758-2946-4-S1-P36	2012-05-01	Systematic search for pairwise dependencies of torsion angles	
10.1186/1758-2946-4-S1-O21	2012-05-01	Blocking protein-protein interactions: the identification of repetitive turn structures as basis for inhibitor building blocks	
10.1186/1758-2946-4-S1-P25	2012-05-01	Computer-guided discovery of epigenetics drugs: molecular modeling and identification of inhibitors of DNMT1	
10.1186/1758-2946-4-S1-O24	2012-05-01	Virtual screening for plant PARP inhibitors  what can be learned from human PARP inhibitors?	
10.1186/1758-2946-4-S1-P58	2012-05-01	Discovery of novel TLR modulators by Molecular Modeling and Virtual Screening	
10.1186/1758-2946-4-S1-P14	2012-05-01	A flexible-hydrogen interaction model for protein-ligand docking	
10.1186/1758-2946-4-S1-O8	2012-05-01	Quantifying intrinsic chemical reactivity of molecular structural features for protein binding and reactive toxicity, using the MOSES chemoinformatics system	
10.1186/1758-2946-4-S1-P57	2012-05-01	Fragment-based identification of multi-target ligands by self-organizing map alignment	
10.1186/1758-2946-4-S1-O2	2012-05-01	CADDSuite  a workflow-enabled suite of open-source tools for drug discovery	
10.1186/1758-2946-4-S1-O12	2012-05-01	Text-based similarity searching for hit- and lead-candidate identification	
10.1186/1758-2946-4-S1-P49	2012-05-01	The GMX-Plugin for the CELLmicrocosmos MembraneEditor	
10.1186/1758-2946-4-S1-P40	2012-05-01	Probabilistic classifier: generated using randomised sub-sampling of the feature space	
10.1186/1758-2946-4-S1-O20	2012-05-01	Ligand based lead generation - considering chemical accessibility in rescaffolding approaches via BROOD	
10.1186/1758-2946-4-S1-O14	2012-05-01	Solvent-screening and co-crystal screening for drug development with COSMO-RS	
10.1186/1758-2946-4-S1-P38	2012-05-01	Adsorption of amino acids on MFI-type zeolite: DFT calculations and experimental results	
10.1186/1758-2946-4-S1-P37	2012-05-01	QSPR designer  employ your own descriptors in the automated QSAR modeling process	
10.1186/1758-2946-4-S1-P9	2012-05-01	Mechanistic DFT studies  helicate-type complexes with different alcylic spacers	
10.1186/1758-2946-4-S1-P10	2012-05-01	Tabu search based global optimization algorithms for problems in computational chemistry	
10.1186/1758-2946-4-S1-P41	2012-05-01	Sodium dependent glucose transporter (SGLT) 1 / 2 - elucidating inhibitor SAR and selectivity using homology modelling and 3D QSAR studies	
10.1186/1758-2946-4-S1-O23	2012-05-01	Molecular modeling of lipid drug formulations	
10.1186/1758-2946-4-S1-O22	2012-05-01	Improvements in docking scoring functions: the physics-based perspective	
10.1186/1758-2946-4-S1-P60	2012-05-01	Searching for tunnels of proteins  comparison of approaches and available software tools	
10.1186/1758-2946-4-S1-P7	2012-05-01	Assessment of a probabilistic framework for combining structure- and ligand-based virtual screening	
10.1186/1758-2946-4-S1-P17	2012-05-01	http://Mcule.com: a public web service for drug discovery	
10.1186/1758-2946-4-S1-P54	2012-05-01	Insights into binding events of GABA- and Tiagabine- analogues in the Gamma-Aminobutyric Acid Transporter 1 by means of Molecular Modelling	
10.1186/1758-2946-5-6	2012-03-29	Chemical datuments as scientific enablers	
10.1186/1758-2946-4-16	2012-03-24	Computational analysis and predictive modeling of small molecule modulators of microRNA	
10.1186/1758-2946-4-15	2012-03-23	The semantics of Chemical Markup Language (CML) for computational chemistry : CompChem	
10.1186/1758-2946-4-18	2012-03-05	"FragVLib a free database mining software for generating ""Fragment-based Virtual Library"" using pocket similarity search of ligand-receptor complexes"	
10.1186/1758-2946-4-13	2012-02-17	Systematic benchmark of substructure search in molecular graphs - From Ullmann to VF2	
10.1186/1758-2946-4-11	2012-02-13	Building an R&D chemical registration system	
10.1186/1758-2946-4-8	2012-01-16	Structure-based classification and ontology in chemistry	
10.1186/1758-2946-4-9	2012-01-08	A chemical specialty semantic network for the Unified Medical Language System	
10.1186/1758-2946-4-10	2011-12-28	In-silico predictive mutagenicity model generation using supervised learning approaches	
10.1186/1758-2946-4-3	2011-12-14	LICSS - a chemical spreadsheet in microsoft excel	
10.1186/1758-2946-4-7	2011-12-09	CheS-Mapper - Chemical Space Mapping and Visualization in 3D	
10.1186/1758-2946-4-5	2011-11-29	Blind trials of computer-assisted structure elucidation software	
10.1186/1758-2946-4-2	2011-11-04	Predicting the mechanism of phospholipidosis	
10.1186/1758-2946-4-6	2011-10-19	Improving integrative searching of systems chemical biology data using semantic annotation	
10.1186/1758-2946-4-4	2011-09-06	A physicochemical descriptor-based scoring scheme for effective and rapid filtering of kinase-like chemical space	
10.1186/1758-2946-3-51	2011-09-02	An investigation into pharmaceutically relevant mutagenicity data and the influence on Ames predictive potential	
10.1186/1758-2946-3-52	2011-09-01	Automated annotation of chemical names in the literature with tunable accuracy	
10.1186/1758-2946-4-1	2011-08-22	Making SharePoint Chemically Aware	
10.1186/1758-2946-3-54	2011-08-17	New developments on the cheminformatics open workflow environment CDK-Taverna	
10.1186/1758-2946-3-49	2011-07-13	Molecular dynamics simulations and in silico peptide ligand screening of the Elk-1 ETS domain	
10.1186/1758-2946-3-32	2011-07-07	PubChem3D: a new resource for scientists	
10.1186/1758-2946-3-34	2011-07-04	Adventures in public data	
10.1186/1758-2946-3-38	2011-07-01	The Quixote project: Collaborative and Open Quantum Chemistry data management in the Internet age	
10.1186/1758-2946-3-37	2011-07-01	Open Data, Open Source and Open Standards in chemistry: The Blue Obelisk five years on	
10.1186/1758-2946-3-39	2011-06-29	CMLLite: a design philosophy for CML	
10.1186/1758-2946-3-48	2011-06-29	Semantic science and its communication - a personal view	
10.1186/1758-2946-3-29	2011-06-29	Multiple search methods for similarity-based virtual screening: analysis of search overlap and precision	
10.1186/1758-2946-3-35	2011-06-28	Three stories about the conduct of science: Past, future, and present	
10.1186/1758-2946-3-40	2011-06-28	Mining chemical information from open patents	
10.1186/1758-2946-3-47	2011-06-28	Open Bibliography for Science, Technology, and Medicine	
10.1186/1758-2946-3-33	2011-06-27	Open Babel: An open chemical toolbox	
10.1186/1758-2946-3-36	2011-06-24	Openness as infrastructure	
10.1186/1758-2946-3-41	2011-06-23	OSCAR4: a flexible architecture for chemical text-mining	
10.1186/1758-2946-3-42	2011-06-22	The semantic architecture of the World-Wide Molecular Matrix (WWMM	
10.1186/1758-2946-3-45	2011-06-13	Ami - The chemist's amanuensis	
10.1186/1758-2946-3-43	2011-06-13	The semantics of Chemical Markup Language (CML): dictionaries and conventions	
10.1186/1758-2946-3-44	2011-06-13	CML: Evolution and design	
10.1186/1758-2946-3-53	2011-06-05	MyChemise: A 2D drawing program that uses morphing for visualisation purposes	
10.1186/1758-2946-3-26	2011-06-02	PubChem3D: Biologically relevant 3-D similarity	
10.1186/1758-2946-3-28	2011-05-17	AZOrange - High performance open source machine learning for QSAR modeling in a graphical programming environment	
10.1186/1758-2946-3-24	2011-05-16	Data governance in predictive toxicology: A review	
10.1186/1758-2946-3-25	2011-05-12	PubChem3D: Shape compatibility filtering using molecular shape quadrupoles	
10.1186/1758-2946-3-23	2011-04-29	4D Flexible Atom-Pairs: An efficient probabilistic conformational space comparison for ligand-based virtual screening	
10.1186/1758-2946-3-S1-P41	2011-04-19	Evaluation of different machine learning methods for ligand-based virtual screening	
10.1186/1758-2946-3-S1-P38	2011-04-19	Docking and virtual screening of novel inhibitors for mono-ADP-ribosylating toxins	
10.1186/1758-2946-3-S1-P2	2011-04-19	Discovering HDAC class II selective inhibitors by multidisciplinary approach	
10.1186/1758-2946-3-S1-O24	2011-04-19	Computational nanotechnology for functional coatings	
10.1186/1758-2946-3-S1-P8	2011-04-19	Visualization and virtual screening in molecular property spaces	
10.1186/1758-2946-3-S1-P20	2011-04-19	Online chemical modeling environment (OCHEM): web platform for data storage, model development and publishing of chemical information	
10.1186/1758-2946-3-S1-O12	2011-04-19	Chemical pattern visualization in 2D  the SMARTSviewer	
10.1186/1758-2946-3-S1-P12	2011-04-19	chemfp - fast and portable fingerprint formats and tools	
10.1186/1758-2946-3-S1-P31	2011-04-19	Cavka  a new automatic pharmacophore elucidation method in progress	
10.1186/1758-2946-3-S1-P39	2011-04-19	Brute-force pharmacophore assessment and scoring with Open3DQSAR	
10.1186/1758-2946-3-S1-P27	2011-04-19	Use of large multiconformational databases with structure-based pharmacophore models for fast screening of commercial compound collections	
10.1186/1758-2946-3-S1-O21	2011-04-19	Towards targeting protein-protein interfaces with small molecules	
10.1186/1758-2946-3-S1-P5	2011-04-19	CDK-Taverna 2.0: migration and enhancements of an open-source pipelining solution	
10.1186/1758-2946-3-S1-O8	2011-04-19	Graph kernels for chemoinformatics  a critical discussion	
10.1186/1758-2946-3-S1-P34	2011-04-19	Comparison of ATP binding sites using structure-based similarity methods and molecular interaction fields	
10.1186/1758-2946-3-S1-O5	2011-04-19	Cheminformatics and computational chemistry in lead optimisation	
10.1186/1758-2946-3-S1-P15	2011-04-19	A framework and workflow system for virtual screening and molecular docking	
10.1186/1758-2946-3-S1-O20	2011-04-19	Generation of structure-based pharmacophores using energetic analysis  application on fragment docking	
10.1186/1758-2946-3-S1-P3	2011-04-19	Ketcher: web-based chemical structure editor	
10.1186/1758-2946-3-S1-P13	2011-04-19	Hydrogen placement in protein-ligand complexes under consideration of tautomerism	
10.1186/1758-2946-3-S1-P23	2011-04-19	Quantum chemical calculations on a unified pH scale for all phases	
10.1186/1758-2946-3-S1-P4	2011-04-19	Indigo: universal cheminformatics API	
10.1186/1758-2946-3-S1-P21	2011-04-19	LigpKa  a database of pKa values for small molecule ligands designed for the use in structure-based pKa calculations	
10.1186/1758-2946-3-S1-P18	2011-04-19	Application of a chemical reactivity database to predict toxicity for reactive mechanisms	
10.1186/1758-2946-3-S1-P19	2011-04-19	Towards automated metabolome assembly: application of text mining to correlate small molecules, targets and tissues	
10.1186/1758-2946-3-S1-P25	2011-04-19	Atomistic details of the phosphodiester cleavage of ribonuclease H	
10.1186/1758-2946-3-31	2011-04-19	Statistical filtering for NMR based structure generation	
10.1186/1758-2946-3-S1-P33	2011-04-19	Application of biasing-potential replica exchange simulations for loop modeling and refinement of proteins in explicit solvent	
10.1186/1758-2946-3-S1-P22	2011-04-19	Studies on the mechanism of the lactide polymerization with highly active zinc guanidine catalysts	
10.1186/1758-2946-3-S1-O19	2011-04-19	Predicting drug polypharmacology using a novel surface property similarity-based approach	
10.1186/1758-2946-3-S1-P29	2011-04-19	HYDEing the false positives  scoring for lead optimization	
10.1186/1758-2946-3-S1-P37	2011-04-19	Extraction of useful bioisostere replacments from the PDB	
10.1186/1758-2946-3-S1-P24	2011-04-19	Diagnostic of tautomer behaviour on QSAR models and AM1 optimisation	
10.1186/1758-2946-3-S1-P26	2011-04-19	Muse+TriposScore: a ligand-based de novo design approach	
10.1186/1758-2946-3-S1-O18	2011-04-19	On the validity of popular assumptions in computational drug design	
10.1186/1758-2946-3-S1-P30	2011-04-19	Flexible alignment in 3D and its applications	
10.1186/1758-2946-3-S1-P9	2011-04-19	Novel ADMET design tool for chemists	
10.1186/1758-2946-3-S1-O3	2011-04-19	"Making sure there's a ""give"" associated with the ""take"": producing and using open-source software in big pharma"	
10.1186/1758-2946-3-S1-O23	2011-04-19	Virtual screening using structure-based consensus pharmacophore models and ensemble docking based on MD-generated conformations	
10.1186/1758-2946-3-S1-O7	2011-04-19	Representation of Markush structures: from molecules toward patents	
10.1186/1758-2946-3-S1-P28	2011-04-19	Dissecting the role of guanidine copper complexes in atom transfer radical polymerization by density functional theory	
10.1186/1758-2946-3-S1-I1	2011-04-19	German Conference on Chemoinformatics 2010  organizers' notes	
10.1186/1758-2946-3-S1-O17	2011-04-19	Molecular simulation grid	
10.1186/1758-2946-3-27	2011-04-19	Theoretical NMR correlations based Structure Discussion	
10.1186/1758-2946-3-S1-P11	2011-04-19	Searching substructures in fragment spaces	
10.1186/1758-2946-3-S1-P32	2011-04-19	Confab  generation of diverse low energy conformers	
10.1186/1758-2946-3-S1-P36	2011-04-19	Predicting protein-protein interactions with DrugScorePPI: fully-flexible docking, scoring, and in silicoalanine-scanning	
10.1186/1758-2946-3-S1-P35	2011-04-19	PARADOCKS  a framework for molecular docking	
10.1186/1758-2946-3-S1-O22	2011-04-19	Backbone flexibility controls the activity and specificity of a protein-protein interface  specificity in snake venom metalloproteases (SVMPs	
10.1186/1758-2946-3-S1-O9	2011-04-19	WizePairZ: a novel algorithm to identify, encode, and exploit matched molecular pairs with unspecified cores in medicinal chemistry	
10.1186/1758-2946-3-S1-P43	2011-04-19	Coarse-grained and all-atom MD simulations with Gromacs based on CELLmicrocosmos 2.2 model membranes	
10.1186/1758-2946-3-S1-O15	2011-04-19	Thermodynamic models and factual data banks - ideal tools for the development of chemical processes	
10.1186/1758-2946-3-S1-O16	2011-04-19	Improved chemical text mining of patents using infinite dictionaries, translation and automatic spelling correction	
10.1186/1758-2946-3-S1-P17	2011-04-19	Virtual screening workflow for glycogen synthase kinase 3 inhibitors: convergence of ligand-based and structure-based approaches	
10.1186/1758-2946-3-S1-O1	2011-04-19	Hand in the snow	
10.1186/1758-2946-3-S1-P7	2011-04-19	Application of spectrophores to map vendor chemical space using self-organising maps	
10.1186/1758-2946-3-S1-P14	2011-04-19	MoSGrid  a molecular simulation grid as a new tool in computational chemistry, biology and material science	
10.1186/1758-2946-3-S1-P6	2011-04-19	Free-Wilson in the 21st Century  evolution of a versatile toolkit for SAR analysis	
10.1186/1758-2946-3-S1-O4	2011-04-19	Chemical ontologies: what are they, what are they for and what are the challenges	
10.1186/1758-2946-3-S1-O14	2011-04-19	De novodesign of molecular wires with optimal properties for solar energy conversion	
10.1186/1758-2946-3-S1-P10	2011-04-19	Rational, computer-aided design of multi-target ligands	
