doi	date	title	github
10.1186/s12859-024-05821-7	2024-03-18	bsgenova: an accurate, robust, and fast genotype caller for bisulfite-sequencing data	hippo-yf/bsgenova
10.1186/s12859-024-05800-y	2024-03-16	Biclustering analysis on tree-shaped time-series single cell gene expression data of Caenorhabditis elegans	
10.1186/s12859-024-05839-x	2024-03-15	Hitac: a hierarchical taxonomic classifier for fungal ITS sequences compatible with QIIME2	
10.1186/s12859-024-05841-3	2024-03-14	A deep learning framework for predicting disease-gene associations with functional modules and graph augmentation	qdu-bioinfo/modulepred
10.1186/s12859-024-05979-0	2024-03-13	Rare copy number variant analysis in casecontrol studies using snp array data: a scalable and automated data analysis pipeline	haydeeartaza/rarecnvsanalysis
10.1186/s12859-025-06109-0	2024-03-11	Goistrat: gene-of-interest-based sample stratification for the evaluation of functional differences	carlosuziel/goi-strat
10.1186/s12859-024-05916-1	2024-03-07	Predicting RNA sequence-structure likelihood via structure-aware deep learning	yzhou617/nu_resnet_numo_resnet
10.1186/s12859-024-05833-3	2024-03-07	CAraCAl: CAMML with the integration of chromatin accessibility	
10.1186/s12859-024-05829-z	2024-03-07	StatiCAL: an interactive tool for statistical analysis of biomedical data and scientific valorization	
10.1186/s12859-024-05844-0	2024-03-05	PxBLAT: an efficient python binding library for BLAT	ylab-hi/pxblat
10.1186/s12859-025-06083-7	2024-03-01	Cross-validation for training and testing co-occurrence network inference algorithms	engineerdanny/microbe-network-research
10.1186/s12859-024-05878-4	2024-03-01	Maptcha: an efficient parallel workflow for hybrid genome scaffolding	oieswarya/maptcha
10.1186/s12859-024-05955-8	2024-02-29	DNASimCLR: a contrastive learning-based deep learning approach for gene sequence data classification	icarpa-tblab/metagenomicdc
10.1186/s12859-024-05988-z	2024-02-29	scEGOT: single-cell trajectory inference framework based on entropic Gaussian mixture optimal transport	yachimura-lab/scegot
10.1186/s12859-024-05949-6	2024-02-28	Hybrid natural language processing tool for semantic annotation of medical texts in Spanish	lcampillos/medspaner
10.1186/s12859-024-05876-6	2024-02-27	Prediction of mutation-induced protein stability changes based on the geometric representations learned by a self-supervised method	sjglab/mutddg_ssm
10.1186/s12859-024-05967-4	2024-02-26	Rapid bacterial identification through volatile organic compound analysis and deep learning	
10.1186/s12859-024-05696-8	2024-02-23	Correction: Modifying the false discovery rate procedure based on the information theory under arbitrary correlation structure and its performance in high-dimensional genomic data	
10.1186/s12859-024-05789-4	2024-02-23	Protein function prediction through multi-view multi-label latent tensor reconstruction	aalto-ics-kepaco/go-ltr-prediction
10.1186/s12859-024-05772-z	2024-02-21	A protein network refinement method based on module discovery and biological information	paopaopig/the-construction-of-the-cm-pin
10.1186/s12859-024-05909-0	2024-02-20	SmithHunter: a workflow for the identification of candidate smithRNAs and their targets	raqmejtru/mitonuclear-sd
10.1186/s12859-024-06027-7	2024-02-20	Causal models and prediction in cell line perturbation experiments	longjp/causal-pred-drug-code
10.1186/s12859-024-05799-2	2024-02-19	A transformer model for cause-specific hazard prediction	usm-chu-fguyon/cause_specific_hazard_transformer
10.1186/s12859-024-05818-2	2024-02-16	SEDA 2024 update: enhancing the SEquence DAtaset builder for seamless integration into automated data analysis pipelines	
10.1186/s12859-024-05862-y	2024-02-13	Enhancing SNV identification in whole-genome sequencing data through the incorporation of known genetic variants into the minimap2 index	ispras/minimap2_index_modifier
10.1186/s12859-024-06018-8	2024-02-12	Identifying risk factors for Alzheimers disease from multivariate longitudinal clinical data using temporal pattern mining	
10.1186/s12859-024-05953-w	2024-02-11	KiNext: a portable and scalable workflow for the identification and classification of protein kinases	
10.1186/s12859-024-05753-2	2024-02-09	CAT-DTI: cross-attention and Transformer network with domain adaptation for drug-target interaction prediction	zxt0212/cat-dti
10.1186/s12859-025-06085-5	2024-02-08	A distribution-guided Mapper algorithm	shufeige/d-mapper
10.1186/s12859-024-05653-5	2024-02-07	Correction: Multiple imputation and direct estimation for qPCR data with non-detects	
10.1186/s12859-024-05842-2	2024-02-07	SATIN: a micro and mini satellite mining tool of total genome and coding regions with analysis of perfect repeats polymorphism in coding regions	
10.1186/s12859-024-05804-8	2024-02-06	PrCRS: a prediction model of severe CRS in CAR-T therapy based on transfer learning	wzy38828201/prcrs
10.1186/s12859-024-05898-0	2024-02-04	Be-dataHIVE: a base editing database	
10.1186/s12859-024-05783-w	2024-02-03	Drug-Online: an online platform for drug-target interaction, affinity, and binding sites identification using deep learning	
10.1186/s12859-024-05944-x	2024-02-01	SAE-Impute: imputation for single-cell data via subspace regression and auto-encoders	a1035073186/sae-imputation
10.1186/s12859-024-05801-x	2024-01-31	A comparison of RNA-Seq data preprocessing pipelines for transcriptomic predictions across independent studies	hanlabunlv/transcriptomic_predictions
10.1186/s12859-024-05812-8	2024-01-31	Dyport: dynamic importance-based biomedical hypothesis generation benchmarking technique	
10.1186/s12859-024-05923-2	2024-01-31	Turbocharging protein binding site prediction with geometric attention, inter-resolution transfer learning, and homology-based augmentation	deargen/bsp_public
10.1186/s12859-024-05843-1	2024-01-31	ProcaryaSV: structural variation detection pipeline for bacterial genomes using short-read sequencing	robinjugas/procaryasv
10.1186/s12859-024-05773-y	2024-01-30	Orthogonal multimodality integration and clustering in single-cell data	lyfhei/omic
10.1186/s12859-024-05832-4	2024-01-30	Orthanq: transparent and uncertainty-aware haplotype quantification with application in HLA-typing	
10.1186/s12859-024-05903-6	2024-01-30	VAIV bio-discovery service using transformer model and retrieval augmented generation	
10.1186/s12859-024-05817-3	2024-01-30	gcplyr: an R package for microbial growth curve data analysis	mikeblazanin/gcplyr
10.1186/s12859-024-05910-7	2024-01-29	Tensor product algorithms for inference of contact network from epidemiological data	savostyanov/ttsir
10.1186/s12859-024-05840-4	2024-01-29	Comparing preprocessing strategies for 3D-Gene microarray data of extracellular vesicle-derived miRNAs	
10.1186/s12859-024-05745-2	2024-01-23	SurvConvMixer: robust and interpretable cancer survival prediction based on ConvMixer using pathway-level gene expression images	
10.1186/s12859-024-05794-7	2024-01-23	Regulatory landscape enrichment analysis (RLEA): a computational toolkit for non-coding variant enrichment and cell type prioritization	greallylab/gaiaassociation
10.1186/s12859-024-05770-1	2024-01-23	VCF2PCACluster: a simple, fast and memory-efficient tool forprincipal component analysis of tens of millions of SNPs	hewm2008/vcf2pcacluster
10.1186/s12859-024-05775-w	2024-01-22	TrieDedup: a fast trie-based deduplication algorithm to handle ambiguous bases in high-throughput sequencing	lolrenceh/triededup
10.1186/s12859-024-05781-y	2024-01-22	SynGenes: a Python class for standardizing nomenclatures of mitochondrial and chloroplast genes and a web form for enhancing searches for evolutionary analyses	luanrabelo/syngenes
10.1186/s12859-024-05774-x	2024-01-22	MMGAT: a graph attention network framework for ATAC-seq motifs finding	xiaotianr/mmgat
10.1186/s12859-024-05875-7	2024-01-22	Variant graph craft (VGC): a comprehensive tool for analyzing genetic variation and identifying disease-causing variants	
10.1186/s12859-024-05959-4	2024-01-22	CMAGN: circRNAmiRNA association prediction based on graph attention auto-encoder and network consistency projection	1axin/kgdcmi
10.1186/s12859-025-06131-2	2024-01-22	M-DeepAssembly: enhanced DeepAssembly based on multi-objective multi-domain protein conformation sampling	
10.1186/s12859-024-05765-y	2024-01-17	MFSynDCP: multi-source feature collaborative interactive learning for drug combination synergy prediction	
10.1186/s12859-024-05746-1	2024-01-16	GraphKM: machine and deep learning for KM prediction of wildtype and mutant enzymes	realhxiao/graphkm
10.1186/s12859-024-05698-6	2024-01-15	Drugtarget affinity prediction with extended graph learning-convolutional networks	lizhang30/gpcndta
10.1186/s12859-024-05825-3	2024-01-15	Assessing transcriptomic heterogeneity of single-cell RNASeq data by bulk-level gene expression data	
10.1186/s12859-024-05894-4	2024-01-14	Benchmarking robustness of deep neural networks in semantic segmentation of fluorescence microscopy images	aiviacommunity/3d-rcan
10.1186/s12859-025-06122-3	2024-01-14	HPOseq: a deep ensemble model for predicting the protein-phenotype relationships based on protein sequences	labbiomedcoder/hposeq
10.1186/s12859-024-05826-2	2024-01-12	dgfr: an R package to assess sequence diversity of gene families	lailaviana/dgfr
10.1186/s12859-024-05642-8	2024-01-12	Correction: Completing a genomic characterisation of microscopic tumour samples with copy number	
10.1186/s12859-024-05782-x	2024-01-11	Biology System Description Language (BiSDL): a modeling language for the design of multicellular synthetic biological systems	smilies-polito/bisdl
10.1186/s12859-023-05628-y	2024-01-11	Correction: G-bic: generating synthetic benchmarks for biclustering	
10.1186/s12859-024-05806-6	2024-01-11	HMMF: a hybrid multi-modal fusion framework for predicting drug side effect frequencies	catly/hmmf
10.1186/s12859-024-05635-7	2024-01-10	Correction: Bayesian kinetic modeling for tracer-based metabolomic data	
10.1186/s12859-024-05809-3	2024-01-09	Readsynth: short-read simulation for consideration of composition-biases in reduced metagenome sequencing approaches	ryandkuster/readsynth_analysis
10.1186/s12859-024-05757-y	2024-01-09	DAE-CFR: detecting microRNA-disease associations using deep autoencoder and combined feature representation	
10.1186/s12859-024-05850-2	2024-01-08	penalizedclr: an R package for penalized conditional logistic regression for integration of multiple omics layers	
10.1186/s12859-024-05718-5	2024-01-05	Ideal adaptive control in biological systems: an analysis of -invariance and dynamical compensation properties	nordlinglab/dynamicalcompensation-viz
10.1186/s12859-024-05725-6	2024-01-05	xCAPT5: proteinprotein interaction prediction using deep and wide multi-kernel pooling convolutional neural networks with protein language model	aidantee/xcapt5
10.1186/s12859-024-05737-2	2024-01-03	Using protein language models for protein interaction hot spot prediction with limited data	karsar/ppi_hotspot_seq
10.1186/s12859-023-05623-3	2024-01-03	Correction: Comprehensive analysis of KLF2 as a prognostic biomarker associated with fibrosis and immune infiltration in advanced hepatocellular carcinoma	
10.1186/s12859-024-05877-5	2024-01-03	Random forests for the analysis of matched casecontrol studies	schaubert/clogittree
10.1186/s12859-024-05787-6	2024-01-03	Assessing the reliability of point mutation as data augmentation for deep learning with genomic data	
10.1186/s12859-025-06053-z	2024-01-02	A novel weighted pseudo-labeling framework based on matrix factorization for adverse drug reaction prediction	whoisbalance/wplmf
10.1186/s12859-024-05990-5	2024-01-02	A novel phenotype imputation method with copula model	
10.1186/s12859-024-05838-y	2023-12-31	Filter bank temporally local multivariate synchronization index for SSVEP-based BCI	
10.1186/s12859-024-05847-x	2023-12-31	Can large language models understand molecules?	
10.1186/s12859-024-05810-w	2023-12-30	Equivariant score-based generative diffusion framework for 3D molecules	nclabhzhang/emds
10.1186/s12859-024-05749-y	2023-12-29	Classifying breast cancer subtypes on multi-omics data via sparse canonical correlation analysis and deep learning	hyr0771/dsccn
10.1186/s12859-024-05886-4	2023-12-27	C-ziptf: stable tensor factorization for zero-inflated multi-dimensional genomics data	klarman-cell-observatory/scbtf
10.1186/s12859-024-05755-0	2023-12-25	Biomarker discovery with quantum neural networks: a case-study in CTLA4-activation pathways	namnguyen0510/biomarker-discovery-with-quantum-neural-networks
10.1186/s12859-024-05723-8	2023-12-25	DeepAEG: a model for predicting cancer drug response based on data enhancement and edge-collaborative update strategies	zhejiangzhuque/deepaeg
10.1186/s12859-024-05867-7	2023-12-22	PEMPS: a phylogenetic software tool to model the evolution of metabolic pathways	nmccloskey/pemps
10.1186/s12859-024-05820-8	2023-12-20	GATSol, an enhanced predictor of protein solubility through the synergy of 3D structure graph and large language modeling	binbinbinv/gatsol
